Assetpfad;GUID;Local ID;Meshname;Vertices;Tris;Bounds Center;Bounds Size;Prefab-Referenzen;Szenen;Builder-Kandidaten
"Assets/_Game/Art/Actors/SealGuardian/SealGuardian3D/SealGuardian.glb";"f1b0809f71e196e4b846f0cfbc1f71e7";"-3221791212156504451";"SealGuardian";"2670";"890";"(0.017452,1.530647,0.200057)";"(1.439557,3,1.234393)";"Assets/_Game/Prefabs/Actors/3D/SealGuardian_3D.prefab | Assets/_Game/Prefabs/Enemies/Forge/SealGuardian.prefab";"Assets/_Game/Scenes/EidraForge.unity";"Assets/_Game/Editor/CreatureMeshBuilder.cs"
"Assets/_Game/Art/Actors/Terrock/Terrock3D/Terrock.glb";"091ca3185de26b7419d6987e94bc3265";"7221447977870245199";"Terrock";"5748";"1916";"(0.016613,0.50852,0.026624)";"(0.725453,1,1.246006)";"Assets/_Game/Prefabs/Actors/3D/Terrock_3D.prefab | Assets/_Game/Resources/Prefabs/Actors/3D/Terrock_3D.prefab";"";"Assets/_Game/Editor/CreatureMeshBuilder.cs"
"Assets/_Game/Art/Actors/Wildling/Wildling3D/Wildling.glb";"4ec54e7381a5e7e488115de5863703f1";"5212831210240730488";"Wildling";"4536";"1512";"(0,0.8375,0.235)";"(0.92,1.645,0.88)";"Assets/_Game/Prefabs/Actors/3D/Wildling_3D.prefab | Assets/_Game/Prefabs/Enemies/Wildling.prefab";"Assets/_Game/Scenes/Zone_EmberRuins.unity | Assets/_Game/Scenes/Zone_Greenwood.unity | Assets/_Game/Scenes/Zone_GreyRifts.unity | Assets/_Game/Scenes/Zone_Marsh.unity | Assets/_Game/Scenes/Zone_Quarry.unity | Assets/_Game/Scenes/Zone_TwilightGrove.unity | Assets/_Game/Scenes/Zone_VeilMarsh.unity";"Assets/_Game/Editor/CreatureMeshBuilder.cs | Assets/_Game/Editor/Tests/WildlingDefinitionTests.cs | Assets/_Game/Editor/WildlingContentBuilder.cs | Assets/_Game/Editor/WildlingSceneRewire.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_000_Wand_Planke.asset";"14d26b5b6ac777146ab7be4430067b06";"4300000";"TaperedBox";"24";"12";"(0,1.24,0)";"(0.19,2.48,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Wall_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_001_Wand_Planke.asset";"620d95f164d1b954d90041f1f058b700";"4300000";"TaperedBox";"24";"12";"(0,1.24,0)";"(0.19,2.48,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Wall_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_002_Wand_Planke.asset";"f44b3901275ae794eb7b05f631a5ead5";"4300000";"TaperedBox";"24";"12";"(0,1.24,0)";"(0.19,2.48,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Wall_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_003_Wand_Planke.asset";"d1894566158f4354da978cb63b03d6c3";"4300000";"TaperedBox";"24";"12";"(0,1.24,0)";"(0.19,2.48,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Wall_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_004_Wand_Planke.asset";"a9430e3118fedda46a6c46f15507062d";"4300000";"TaperedBox";"24";"12";"(0,1.24,0)";"(0.19,2.48,0.06)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Wall_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_005_Wand_RahmenL.asset";"7e1c798da875a184d84e67b0c54049dc";"4300000";"TaperedBox";"24";"12";"(0,1.24,0)";"(0.06,2.48,0.1)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Wall_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_006_Wand_RahmenR.asset";"e8f0dbe7e031b3446a5d2bab29670305";"4300000";"TaperedBox";"24";"12";"(0,1.24,0)";"(0.06,2.48,0.1)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Wall_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_007_Wand_StrebeA.asset";"63f0a92d80002c04699ec226adb35ab5";"4300000";"TaperedBox";"24";"12";"(0,0.225,0)";"(0.07,0.45,0.05)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Wall_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_008_Wand_StrebeB.asset";"de4f2a93b021c424dbf29d734ea8c81d";"4300000";"TaperedBox";"24";"12";"(0,0.225,0)";"(0.07,0.45,0.05)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Wall_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_009_Wand_Riegel.asset";"a4abe491dbafdbf4aa82bdd9a03cf631";"4300000";"TaperedBox";"24";"12";"(0,0.05,0)";"(1,0.1,0.08)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Wall_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_010_Wand_Kappe.asset";"4a23fddc1470d2247ba80bfecc2b4f37";"4300000";"TaperedBox";"24";"12";"(0,0.06,0)";"(1,0.12,0.14)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Wall_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_011_Wand_Sockel.asset";"933b0516d06814b4990650e08989c3e8";"4300000";"TaperedBox";"24";"12";"(0,0.05,0)";"(1,0.1,0.16)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Wall_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_012_Tuer_RahmenOben.asset";"014809dd5fefe774fac791c3049d352f";"4300000";"TaperedBox";"24";"12";"(0,0.06,0)";"(1,0.12,0.14)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_013_Tuer_RahmenUnten.asset";"afdc289e33ffd8b4b837dd5bd5b653a8";"4300000";"TaperedBox";"24";"12";"(0,0.06,0)";"(1,0.12,0.14)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_014_Tuer_RahmenLinks.asset";"18e1c0e7b67a027498c8a3a7193e7d1d";"4300000";"TaperedBox";"24";"12";"(0,1.3,0)";"(0.06,2.6,0.1)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_015_Tuer_RahmenRechts.asset";"2c48a8c8541d42a41acb5a97da925480";"4300000";"TaperedBox";"24";"12";"(0,1.3,0)";"(0.06,2.6,0.1)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_016_Tuer_Planke.asset";"85b44fc4f2b2cf54aae78bdaa2c22ddb";"4300000";"TaperedBox";"24";"12";"(0,1.18,0)";"(0.15,2.36,0.04)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_017_Tuer_Planke.asset";"bb161639edb9bbd49846e3151b3a355e";"4300000";"TaperedBox";"24";"12";"(0,1.18,0)";"(0.15,2.36,0.04)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_018_Tuer_Planke.asset";"153b0d92b8e1ca14d9c5caa342bea630";"4300000";"TaperedBox";"24";"12";"(0,1.18,0)";"(0.15,2.36,0.04)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_019_Tuer_Planke.asset";"1961712fd3eb7964c96230d6a69bb095";"4300000";"TaperedBox";"24";"12";"(0,1.18,0)";"(0.15,2.36,0.04)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_020_Tuer_Planke.asset";"2063310471063184fa7c6ac16afe55a3";"4300000";"TaperedBox";"24";"12";"(0,1.18,0)";"(0.15,2.36,0.04)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_021_Tuer_Diagonalstrebe.asset";"3ed6196778f3d8d46aba63eadd6e6fb3";"4300000";"TaperedBox";"24";"12";"(0,0.45,0)";"(0.08,0.9,0.03)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_022_Tuer_Schlossblech.asset";"eecc55eea01d1a948851cff07e115efd";"4300000";"TaperedBox";"24";"12";"(0,0.09,0)";"(0.12,0.18,0.03)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_023_Tuer_Griff.asset";"6dff0294ccd08c840a4be46842442f38";"4300000";"TaperedBox";"24";"12";"(0,0.025,0)";"(0.05,0.05,0.1)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_024_Tuer_Scharnierband.asset";"14172f350e6f52d4fb0a4269e741642c";"4300000";"TaperedBox";"24";"12";"(0,0.04,0)";"(0.18,0.08,0.04)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_025_Tuer_Scharnierband.asset";"d76a6f81d8261d740a5519aef53b091d";"4300000";"TaperedBox";"24";"12";"(0,0.04,0)";"(0.18,0.08,0.04)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Door_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_026_Floor_Planke.asset";"7fd9b66ec88b18d439a81aebd30d4610";"4300000";"TaperedBox";"24";"12";"(0,0.04,0)";"(0.11,0.08,0.96)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Floor_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_027_Floor_Planke.asset";"efbd32e8b1a0dcf4faa6fb085b85a9ef";"4300000";"TaperedBox";"24";"12";"(0,0.04,0)";"(0.11,0.08,0.96)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Floor_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_028_Floor_Planke.asset";"011e700d3a81389489663c79fee187d9";"4300000";"TaperedBox";"24";"12";"(0,0.04,0)";"(0.11,0.08,0.96)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Floor_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_029_Floor_Planke.asset";"8ae2fd3d331fb604cb7ed11d7143699b";"4300000";"TaperedBox";"24";"12";"(0,0.04,0)";"(0.11,0.08,0.96)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Floor_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_030_Floor_Planke.asset";"4c9dd11a6224c8944bf18109164695f4";"4300000";"TaperedBox";"24";"12";"(0,0.04,0)";"(0.11,0.08,0.96)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Floor_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_031_Floor_Planke.asset";"f69d82deeb1cf0a429f0a79c282d36bb";"4300000";"TaperedBox";"24";"12";"(0,0.04,0)";"(0.11,0.08,0.96)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Floor_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_032_Floor_Planke.asset";"14e8598b4c414b6419b9419fdf887718";"4300000";"TaperedBox";"24";"12";"(0,0.04,0)";"(0.11,0.08,0.96)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Floor_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_033_Floor_Planke.asset";"72f7afbd8513f6a4cbbb5605937235b4";"4300000";"TaperedBox";"24";"12";"(0,0.04,0)";"(0.11,0.08,0.96)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Floor_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_034_Floor_Unterzug.asset";"a4d192eef4d452e40b46329edbb81f7d";"4300000";"TaperedBox";"24";"12";"(0,0.03,0)";"(0.9,0.06,0.12)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Floor_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_035_Floor_Unterzug.asset";"c6a4eac2bfb18714eb8963f44ef1e80a";"4300000";"TaperedBox";"24";"12";"(0,0.03,0)";"(0.9,0.06,0.12)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Floor_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_036_Floor_Nagel.asset";"f8c59b2c52ca54445801becf1585fa57";"4300000";"TaperedBox";"24";"12";"(0,0.01,0)";"(0.025,0.02,0.025)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Floor_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_037_Floor_Nagel.asset";"dcc47b95c0c5e6a49bbb86c3fbec03d8";"4300000";"TaperedBox";"24";"12";"(0,0.01,0)";"(0.025,0.02,0.025)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Floor_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
"Assets/_Game/Art/Buildings/Meshes/BLD_038_Floor_Nagel.asset";"900773b25637872428dad607eb26acf2";"4300000";"TaperedBox";"24";"12";"(0,0.01,0)";"(0.025,0.02,0.025)";"Assets/_Game/Prefabs/Buildings/Level01/BLD_Floor_L01.prefab";"";"Assets/_Game/Editor/BuildingCostContentBuilder.cs | Assets/_Game/Editor/BuildingDoorContentBuilder.cs | Assets/_Game/Editor/BuildingMenuUiBuilder.cs | Assets/_Game/Editor/BuildingPreviewContentBuilder.cs | Assets/_Game/Editor/BuildingRoofContentBuilder.cs | Assets/_Game/Editor/EidrenBuildingVisualBuilder.cs"
